resultid,subjectid,age,gender,source,experiment,block,blockorder,requiredaccuracy,maxduration,startgain,potentialgain,finishgain,trial,repeat,order,coherence,angle,time,response,correctresponse,iscorrect,startcorrect,startduration,effortbefore,effortafter
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,149,1,14,0.10,90,395,1,2,0,11,11058.672000013757,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,150,1,164,0.15,90,550,2,2,1,126,100997.7580003324,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,151,1,121,0.20,90,614,1,2,0,96,71974.58300029393,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,152,1,135,0.25,90,517,2,2,1,106,81081.80900051957,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,153,1,18,0.10,270,575,1,1,1,14,13160.47600004822,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,154,1,142,0.15,270,713,1,1,1,112,85001.62800046382,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,155,1,8,0.20,270,668,1,1,1,6,7705.906999995932,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,156,1,105,0.25,270,432,1,1,1,85,63117.29100032244,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,157,1,40,0.10,90,575,1,2,0,36,24786.463000171352,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,158,1,179,0.15,90,375,2,2,1,135,108387.0490003028,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,159,1,59,0.20,90,546,2,2,1,50,35144.86500021303,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,160,1,99,0.25,90,303,1,2,0,81,60248.212000355124,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,161,1,173,0.10,270,744,1,1,1,129,105284.52500025742,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,162,1,119,0.15,270,1142,1,1,1,95,70389.83500032919,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,163,1,66,0.20,270,466,1,1,1,57,39598.39700022712,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,164,1,140,0.25,270,755,1,1,1,110,83683.98700054968,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,165,1,158,0.10,90,1151,2,2,1,122,97128.01000039326,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,166,1,111,0.15,90,800,2,2,1,88,66036.35900031077,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,167,1,37,0.20,90,474,2,2,1,33,23251.995000231545,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,168,1,51,0.25,90,461,2,2,1,45,30641.29200024763,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,169,1,169,0.10,270,491,2,1,0,128,103266.36600028723,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,170,1,29,0.15,270,509,1,1,1,25,18881.61600008607,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,171,1,30,0.20,270,503,1,1,1,26,19398.665000102483,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,172,1,71,0.25,270,2144,1,1,1,59,43968.53800024837,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,173,1,72,0.10,90,496,2,2,1,60,46120.12900027912,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,174,1,161,0.15,90,626,2,2,1,123,99129.49000031222,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,175,1,151,0.20,90,755,2,2,1,120,91073.2280004886,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,176,1,50,0.25,90,474,2,2,1,44,30157.601000217255,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,177,1,11,0.10,270,592,2,1,0,9,9524.204000015743,,
1735,1002,23,female,Not Set,study6aa,1,1,0,0,0,0,0,178,1,159,0.15,270,502,2,1,0,123,98278.86100037722,,
